transaction_id,buyer_id,MLS#,transaction_date,transaction_amount,buyer_agent_commission,seller_agent_commission,buyer_agent_id
941,3359,5941,2022-04-17,2405000,72150,72150,340
942,3364,5942,2022-06-07,1855000,55650,55650,1000
943,3367,5943,2022-01-14,3455000,103650,103650,696
944,3369,5944,2022-05-27,180000,5400,5400,427
945,3376,5945,2023-05-21,580000,17400,17400,490
946,3379,5946,2021-11-16,2130000,63900,63900,271
947,3384,5947,2024-02-13,55000,1650,1650,545
948,3385,5948,2022-09-04,830000,24900,24900,19
949,3393,5949,2023-01-27,4355000,130650,130650,737
950,3406,5950,2023-09-06,4130000,123900,123900,9
951,3411,5951,2021-12-20,2380000,71400,71400,709
952,3419,5952,2022-06-29,1430000,42900,42900,966
953,3423,5953,2022-03-09,505000,15150,15150,285
954,3438,5954,2023-05-25,4455000,133650,133650,534
955,3441,5955,2023-02-26,4405000,132150,132150,675
956,3454,5956,2021-12-12,130000,3900,3900,61
957,3458,5957,2023-01-19,780000,23400,23400,610
958,3460,5958,2021-07-28,4880000,146400,146400,399
959,3482,5959,2023-03-15,4855000,145650,145650,40
960,3493,5960,2021-12-09,3755000,112650,112650,286
961,3496,5961,2022-01-06,4105000,123150,123150,160
962,3499,5962,2022-11-10,4630000,138900,138900,963
963,3503,5963,2022-08-10,4330000,129900,129900,253
964,3509,5964,2023-08-28,2605000,78150,78150,750
965,3511,5965,2021-07-22,4155000,124650,124650,820
966,3519,5966,2023-03-20,2505000,75150,75150,42
967,3523,5967,2023-08-21,3380000,101400,101400,654
968,3531,5968,2022-07-26,2655000,79650,79650,448
969,3544,5969,2023-06-19,4080000,122400,122400,331
970,3561,5970,2023-04-13,1130000,33900,33900,315
971,3579,5971,2022-07-25,2180000,65400,65400,435
972,3588,5972,2023-06-11,1355000,40650,40650,187
973,3593,5973,2021-07-19,2805000,84150,84150,639
974,3600,5974,2022-09-20,4730000,141900,141900,626
975,3606,5975,2021-08-08,1080000,32400,32400,998
976,3610,5976,2023-07-25,955000,28650,28650,630
977,3617,5977,2023-04-07,1305000,39150,39150,602
978,3619,5978,2022-10-15,1405000,42150,42150,124
979,3620,5979,2022-10-22,4680000,140400,140400,303
980,3622,5980,2022-12-01,880000,26400,26400,110
981,3631,5981,2023-08-19,4680000,140400,140400,353
982,3632,5982,2023-05-30,1905000,57150,57150,494
983,3647,5983,2022-02-14,330000,9900,9900,601
984,3655,5984,2023-10-07,1855000,55650,55650,230
985,3672,5985,2023-06-03,3305000,99150,99150,756
986,3674,5986,2024-02-22,55000,1650,1650,435
987,3677,5987,2022-10-02,3355000,100650,100650,56
988,3688,5988,2023-04-07,2280000,68400,68400,389
989,3689,5989,2022-06-10,3505000,105150,105150,571
990,3691,5990,2024-01-24,505000,15150,15150,712
991,3704,5991,2021-10-18,2755000,82650,82650,287
992,3707,5992,2022-06-21,530000,15900,15900,67
993,3709,5993,2022-07-09,3205000,96150,96150,922
994,3713,5994,2023-07-23,705000,21150,21150,662
995,3714,5995,2022-06-26,4255000,127650,127650,240
996,3721,5996,2022-11-29,805000,24150,24150,494
997,3728,5997,2021-12-08,305000,9150,9150,84
998,3746,5998,2024-02-08,3180000,95400,95400,70
999,3752,5999,2023-04-04,4380000,131400,131400,484
1000,3753,6000,2023-02-19,3680000,110400,110400,141
1001,3756,6001,2023-05-12,3880000,116400,116400,345
1002,3763,6002,2022-02-06,2405000,72150,72150,228
1003,3771,6003,2022-10-26,2355000,70650,70650,318
1004,3777,6004,2023-03-21,1330000,39900,39900,217
1005,3780,6005,2022-06-09,4430000,132900,132900,637
1006,3781,6006,2024-01-28,4080000,122400,122400,622
1007,3788,6007,2022-11-04,3780000,113400,113400,84
1008,3798,6008,2024-03-16,455000,13650,13650,375
1009,3799,6009,2022-07-11,1555000,46650,46650,540
1010,3802,6010,2023-08-28,3480000,104400,104400,954
1011,3805,6011,2023-03-23,3180000,95400,95400,348
1012,3807,6012,2021-08-13,2255000,67650,67650,594
1013,3810,6013,2024-03-20,3230000,96900,96900,978
1014,3815,6014,2024-03-19,4005000,120150,120150,779
1015,3816,6015,2022-04-06,1205000,36150,36150,524
1016,3820,6016,2022-04-17,2530000,75900,75900,430
1017,3821,6017,2023-07-20,2855000,85650,85650,125
1018,3826,6018,2024-01-01,1755000,52650,52650,962
1019,3843,6019,2023-06-20,4755000,142650,142650,98
1020,3853,6020,2022-02-10,3730000,111900,111900,674
1021,3858,6021,2023-02-12,4280000,128400,128400,512
1022,3879,6022,2023-04-30,1280000,38400,38400,382
1023,3881,6023,2022-02-09,1480000,44400,44400,193
1024,3888,6024,2023-05-26,4980000,149400,149400,531
1025,3890,6025,2023-07-03,1355000,40650,40650,500
1026,3899,6026,2021-11-10,4380000,131400,131400,401
1027,3901,6027,2021-11-02,4730000,141900,141900,103
1028,3907,6028,2022-10-09,1255000,37650,37650,778
1029,3909,6029,2023-12-05,2580000,77400,77400,923
1030,3913,6030,2021-07-11,2255000,67650,67650,782
1031,3920,6031,2024-01-14,1505000,45150,45150,640
1032,3923,6032,2022-08-10,2630000,78900,78900,874
1033,3943,6033,2022-07-16,3905000,117150,117150,176
1034,3963,6034,2022-12-06,1480000,44400,44400,847
1035,3970,6035,2022-08-29,2405000,72150,72150,727
1036,3974,6036,2021-12-06,2280000,68400,68400,880
1037,3988,6037,2022-12-12,3730000,111900,111900,692
1038,4015,6038,2024-02-02,4880000,146400,146400,651
1039,4026,6039,2023-05-20,3580000,107400,107400,529
1040,4032,6040,2022-02-26,555000,16650,16650,443
1041,4035,6041,2023-03-22,1180000,35400,35400,474
1042,4045,6042,2024-03-17,4655000,139650,139650,872
1043,4046,6043,2022-11-25,4130000,123900,123900,417
1044,4055,6044,2023-04-01,205000,6150,6150,670
1045,4072,6045,2022-12-06,1255000,37650,37650,160
1046,4081,6046,2024-03-28,4205000,126150,126150,822
1047,4090,6047,2022-03-02,2680000,80400,80400,197
1048,4094,6048,2023-11-24,3905000,117150,117150,451
1049,4100,6049,2021-12-01,1930000,57900,57900,597
1050,4103,6050,2022-12-07,4380000,131400,131400,264
1051,4104,6051,2022-10-11,4180000,125400,125400,367
1052,4110,6052,2021-09-07,155000,4650,4650,246
1053,4116,6053,2023-08-01,630000,18900,18900,293
1054,4117,6054,2022-11-28,2880000,86400,86400,953
1055,4121,6055,2022-12-03,1080000,32400,32400,36
1056,4127,6056,2022-01-07,3305000,99150,99150,303
1057,4131,6057,2022-06-06,3805000,114150,114150,772
1058,4139,6058,2022-12-01,3380000,101400,101400,356
1059,4149,6059,2021-11-06,2905000,87150,87150,215
1060,4153,6060,2023-04-26,1030000,30900,30900,28
1061,4184,6061,2023-06-29,3055000,91650,91650,473
1062,4189,6062,2023-03-06,4280000,128400,128400,739
1063,4190,6063,2022-05-28,2280000,68400,68400,512
1064,4201,6064,2021-09-09,4755000,142650,142650,89
1065,4211,6065,2022-12-16,3205000,96150,96150,225
1066,4220,6066,2022-05-23,1330000,39900,39900,319
1067,4228,6067,2022-07-10,4880000,146400,146400,527
1068,4230,6068,2022-01-20,180000,5400,5400,721
1069,4231,6069,2021-12-01,1880000,56400,56400,35
1070,4235,6070,2022-05-02,3330000,99900,99900,368
1071,4238,6071,2023-03-08,3330000,99900,99900,754
1072,4242,6072,2023-01-23,605000,18150,18150,17
1073,4245,6073,2022-03-01,3855000,115650,115650,969
1074,4250,6074,2022-05-17,4280000,128400,128400,513
1075,4254,6075,2022-05-01,3655000,109650,109650,958
1076,4256,6076,2023-12-11,1255000,37650,37650,21
1077,4257,6077,2022-10-14,1280000,38400,38400,838
1078,4260,6078,2022-12-18,2230000,66900,66900,543
1079,4262,6079,2024-02-16,80000,2400,2400,687
1080,4284,6080,2021-08-17,1130000,33900,33900,614
1081,4286,6081,2024-02-06,4430000,132900,132900,724
1082,4295,6082,2022-06-16,730000,21900,21900,858
1083,4299,6083,2023-09-07,3305000,99150,99150,411
1084,4302,6084,2021-10-09,4705000,141150,141150,300
1085,4309,6085,2023-03-19,3155000,94650,94650,602
1086,4315,6086,2022-06-25,3680000,110400,110400,68
1087,4325,6087,2022-04-11,2555000,76650,76650,864
1088,4326,6088,2023-07-01,1155000,34650,34650,12
1089,4335,6089,2023-03-05,1805000,54150,54150,101
1090,4358,6090,2021-12-14,4955000,148650,148650,390
1091,4367,6091,2023-04-26,4905000,147150,147150,804
1092,4368,6092,2022-05-12,4380000,131400,131400,707
1093,4371,6093,2023-01-18,780000,23400,23400,739
1094,4385,6094,2023-03-27,1905000,57150,57150,763
1095,4387,6095,2022-03-08,4755000,142650,142650,72
1096,4389,6096,2022-12-25,1255000,37650,37650,686
1097,4403,6097,2021-11-26,2405000,72150,72150,447
1098,4404,6098,2023-04-28,255000,7650,7650,485
1099,4405,6099,2021-11-16,2130000,63900,63900,45
1100,4406,6100,2023-02-13,55000,1650,1650,186
1101,4413,6101,2024-02-12,3305000,99150,99150,979
1102,4418,6102,2022-05-07,1205000,36150,36150,830
1103,4425,6103,2023-04-03,605000,18150,18150,215
1104,4428,6104,2024-01-25,755000,22650,22650,630
1105,4434,6105,2023-11-13,1255000,37650,37650,799
1106,4435,6106,2023-02-10,1280000,38400,38400,607
1107,4444,6107,2024-02-25,1630000,48900,48900,226
1108,4459,6108,2022-06-22,955000,28650,28650,696
1109,4487,6109,2022-08-20,655000,19650,19650,377
1110,4492,6110,2024-01-25,1780000,53400,53400,324
1111,4501,6111,2021-07-31,255000,7650,7650,310
1112,4503,6112,2022-02-08,1330000,39900,39900,878
1113,4516,6113,2022-07-11,4655000,139650,139650,960
1114,4517,6114,2022-11-10,4280000,128400,128400,413
1115,4519,6115,2022-07-04,2730000,81900,81900,119
1116,4523,6116,2023-01-14,2230000,66900,66900,656
1117,4527,6117,2022-11-15,4755000,142650,142650,157
1118,4528,6118,2023-12-18,955000,28650,28650,469
1119,4534,6119,2023-09-23,1705000,51150,51150,432
1120,4537,6120,2022-12-07,2930000,87900,87900,771
1121,4538,6121,2022-07-28,3005000,90150,90150,277
1122,4539,6122,2021-09-12,2980000,89400,89400,955
1123,4543,6123,2021-12-11,1205000,36150,36150,658
1124,4552,6124,2022-05-14,4355000,130650,130650,23
1125,4555,6125,2022-11-22,1955000,58650,58650,50
1126,4556,6126,2021-11-13,580000,17400,17400,731
1127,4571,6127,2022-09-11,1830000,54900,54900,29
1128,4576,6128,2021-09-24,3430000,102900,102900,521
1129,4581,6129,2022-05-11,2505000,75150,75150,631
1130,4582,6130,2024-02-18,2705000,81150,81150,752
1131,4587,6131,2023-11-22,4855000,145650,145650,90
1132,4588,6132,2021-12-15,3230000,96900,96900,360
1133,4589,6133,2022-01-23,505000,15150,15150,51
1134,4590,6134,2021-08-08,1180000,35400,35400,208
1135,4606,6135,2023-01-20,2130000,63900,63900,307
1136,4613,6136,2022-08-22,1405000,42150,42150,543
1137,4619,6137,2022-08-10,4780000,143400,143400,925
1138,4622,6138,2021-08-12,605000,18150,18150,396
1139,4625,6139,2022-02-08,4130000,123900,123900,887
1140,4626,6140,2023-09-11,4780000,143400,143400,184
1141,4628,6141,2024-01-21,1830000,54900,54900,241
1142,4634,6142,2022-02-23,1130000,33900,33900,461
1143,4645,6143,2023-08-30,1080000,32400,32400,800
1144,4651,6144,2023-10-26,3505000,105150,105150,711
1145,4652,6145,2023-04-15,3405000,102150,102150,192
1146,4656,6146,2023-02-04,1030000,30900,30900,449
1147,4661,6147,2022-03-20,180000,5400,5400,322
1148,4664,6148,2022-06-19,630000,18900,18900,170
1149,4665,6149,2021-09-14,1630000,48900,48900,214
1150,4666,6150,2021-08-06,505000,15150,15150,49
1151,4668,6151,2023-03-03,4205000,126150,126150,118
1152,4674,6152,2023-01-06,3530000,105900,105900,975
1153,4677,6153,2023-08-01,2730000,81900,81900,28
1154,4684,6154,2023-07-22,4455000,133650,133650,255
1155,4685,6155,2023-02-04,3555000,106650,106650,599
1156,4691,6156,2022-02-16,55000,1650,1650,338
1157,4718,6157,2024-03-18,1230000,36900,36900,97
1158,4731,6158,2023-10-28,3355000,100650,100650,542
1159,4733,6159,2022-02-28,1505000,45150,45150,698
1160,4744,6160,2022-04-08,3230000,96900,96900,447
1161,4746,6161,2021-07-26,4630000,138900,138900,479
1162,4747,6162,2023-08-14,4230000,126900,126900,995
1163,4758,6163,2022-05-08,155000,4650,4650,712
1164,4768,6164,2022-08-21,2255000,67650,67650,871
1165,4771,6165,2021-09-24,3580000,107400,107400,778
1166,4773,6166,2023-02-06,1355000,40650,40650,655
1167,4775,6167,2021-08-20,2355000,70650,70650,617
1168,4786,6168,2022-05-16,2255000,67650,67650,238
1169,4793,6169,2021-09-28,3980000,119400,119400,962
1170,4794,6170,2023-11-17,180000,5400,5400,962
1171,4796,6171,2022-03-23,4630000,138900,138900,644
1172,4798,6172,2022-10-30,4705000,141150,141150,408
1173,4800,6173,2021-08-26,2905000,87150,87150,942
1174,4805,6174,2021-10-03,4430000,132900,132900,671
1175,4807,6175,2022-02-18,955000,28650,28650,509
1176,4814,6176,2021-07-15,2155000,64650,64650,966
1177,4827,6177,2022-11-15,2705000,81150,81150,368
1178,4832,6178,2022-09-28,180000,5400,5400,387
1179,4835,6179,2023-08-21,2730000,81900,81900,172
1180,4837,6180,2021-09-22,4280000,128400,128400,246
1181,4840,6181,2021-08-17,3755000,112650,112650,561
1182,4848,6182,2021-08-16,1580000,47400,47400,15
1183,4854,6183,2024-02-26,2105000,63150,63150,335
1184,4859,6184,2022-09-25,4730000,141900,141900,90
1185,4860,6185,2022-01-21,2405000,72150,72150,1
1186,4865,6186,2022-09-26,1480000,44400,44400,830
1187,4867,6187,2023-07-26,4380000,131400,131400,614
1188,4869,6188,2023-08-31,4805000,144150,144150,793
1189,4872,6189,2023-08-26,2580000,77400,77400,175
1190,4879,6190,2022-11-24,1630000,48900,48900,922
1191,4894,6191,2024-03-26,3530000,105900,105900,349
1192,4895,6192,2024-03-05,4330000,129900,129900,645
1193,4901,6193,2022-12-04,1005000,30150,30150,100
1194,4905,6194,2024-01-30,1830000,54900,54900,571
1195,4913,6195,2023-08-01,4155000,124650,124650,848
1196,4921,6196,2023-12-06,2730000,81900,81900,668
1197,4929,6197,2023-10-18,730000,21900,21900,176
1198,4933,6198,2024-03-22,2005000,60150,60150,756
1199,4939,6199,2022-10-28,55000,1650,1650,980
1200,4952,6200,2023-09-09,3080000,92400,92400,708
1201,4954,6201,2022-12-09,305000,9150,9150,940
1202,4965,6202,2022-10-20,1180000,35400,35400,980
1203,4966,6203,2023-11-30,3555000,106650,106650,808
1204,4969,6204,2022-06-01,2455000,73650,73650,788
1205,4972,6205,2023-08-12,4580000,137400,137400,732
1206,4974,6206,2021-09-18,1305000,39150,39150,177
1207,4977,6207,2022-12-22,905000,27150,27150,518
1208,4993,6208,2023-03-29,1330000,39900,39900,870
1209,4994,6209,2022-05-16,1905000,57150,57150,472
1210,4998,6210,2023-06-27,3730000,111900,111900,13
1211,5006,6211,2022-10-28,2655000,79650,79650,513
1212,5015,6212,2021-09-18,4730000,141900,141900,200
1213,5033,6213,2022-06-12,4205000,126150,126150,579
1214,5044,6214,2022-11-26,3230000,96900,96900,479
1215,5048,6215,2022-10-14,4830000,144900,144900,127
1216,5053,6216,2022-05-12,4355000,130650,130650,382
1217,5057,6217,2023-01-07,1480000,44400,44400,202
1218,5067,6218,2022-02-25,805000,24150,24150,604
1219,5096,6219,2021-08-15,2805000,84150,84150,672
1220,5107,6220,2022-08-03,4255000,127650,127650,597
1221,5115,6221,2023-04-16,2680000,80400,80400,224
1222,5119,6222,2023-11-13,4480000,134400,134400,850
1223,5132,6223,2021-09-05,4305000,129150,129150,3
1224,5134,6224,2024-03-27,2080000,62400,62400,516
1225,5137,6225,2022-08-05,2980000,89400,89400,283
1226,5138,6226,2023-08-13,580000,17400,17400,247
1227,5139,6227,2024-02-17,4655000,139650,139650,837
1228,5144,6228,2022-01-15,1180000,35400,35400,576
1229,5153,6229,2021-08-11,480000,14400,14400,427
1230,5160,6230,2023-07-27,1155000,34650,34650,324
1231,5161,6231,2024-02-17,4705000,141150,141150,771
1232,5163,6232,2022-07-31,1805000,54150,54150,398
1233,5164,6233,2021-09-08,3205000,96150,96150,469
1234,5168,6234,2022-04-17,3655000,109650,109650,862
1235,5176,6235,2023-04-11,1255000,37650,37650,659
1236,5177,6236,2023-08-12,4805000,144150,144150,454
1237,5180,6237,2021-08-25,4330000,129900,129900,376
1238,5181,6238,2023-12-24,2305000,69150,69150,908
1239,5182,6239,2023-02-26,230000,6900,6900,337
1240,5185,6240,2022-01-19,1630000,48900,48900,30
1241,5192,6241,2023-10-16,2130000,63900,63900,119
1242,5198,6242,2022-10-17,80000,2400,2400,68
1243,5201,6243,2021-10-21,4805000,144150,144150,963
1244,5211,6244,2023-04-06,4455000,133650,133650,502
1245,5212,6245,2022-04-21,2505000,75150,75150,187
1246,5219,6246,2023-08-20,2580000,77400,77400,785
1247,5236,6247,2022-02-01,4780000,143400,143400,35
1248,5247,6248,2023-07-30,2130000,63900,63900,940
1249,5252,6249,2022-11-16,3155000,94650,94650,907
1250,5254,6250,2024-01-25,1880000,56400,56400,32
1251,5258,6251,2022-01-01,2955000,88650,88650,1
1252,5266,6252,2023-05-15,855000,25650,25650,783
1253,5273,6253,2023-01-11,3830000,114900,114900,669
1254,5275,6254,2021-07-25,3605000,108150,108150,154
1255,5276,6255,2022-10-06,3630000,108900,108900,236
1256,5283,6256,2022-12-20,2305000,69150,69150,597
1257,5286,6257,2022-10-17,655000,19650,19650,530
1258,5291,6258,2023-10-10,3605000,108150,108150,195
1259,5292,6259,2022-07-05,655000,19650,19650,685
1260,5305,6260,2023-07-12,980000,29400,29400,530
1261,5314,6261,2022-02-13,3155000,94650,94650,40
1262,5318,6262,2024-01-31,1355000,40650,40650,349
1263,5323,6263,2022-04-11,3080000,92400,92400,870
1264,5339,6264,2021-10-03,1430000,42900,42900,679
1265,5343,6265,2022-10-20,3405000,102150,102150,775
1266,5354,6266,2023-12-30,2755000,82650,82650,180
1267,5359,6267,2024-03-23,4405000,132150,132150,568
1268,5361,6268,2023-08-16,1580000,47400,47400,220
1269,5369,6269,2023-01-29,3730000,111900,111900,647
1270,5379,6270,2022-11-30,1155000,34650,34650,844
1271,5380,6271,2023-04-10,305000,9150,9150,80
1272,5383,6272,2023-07-25,3230000,96900,96900,43
1273,5392,6273,2022-03-02,3380000,101400,101400,424
1274,5398,6274,2021-10-20,3455000,103650,103650,502
1275,5401,6275,2022-01-14,3505000,105150,105150,541
1276,5405,6276,2023-09-03,705000,21150,21150,661
1277,5410,6277,2022-02-01,380000,11400,11400,897
1278,5412,6278,2023-06-30,3855000,115650,115650,873
1279,5418,6279,2023-03-17,3930000,117900,117900,729
1280,5420,6280,2024-02-13,3730000,111900,111900,123
1281,5431,6281,2023-09-09,1780000,53400,53400,746
1282,5433,6282,2021-10-24,1730000,51900,51900,453
1283,5438,6283,2022-05-30,2480000,74400,74400,580
1284,5444,6284,2023-06-03,2080000,62400,62400,266
1285,5455,6285,2021-08-27,2630000,78900,78900,895
1286,5457,6286,2021-08-12,4930000,147900,147900,743
1287,5460,6287,2022-05-18,2530000,75900,75900,459
1288,5461,6288,2022-07-21,1805000,54150,54150,442
1289,5466,6289,2021-10-31,1080000,32400,32400,821
1290,5475,6290,2022-09-08,255000,7650,7650,887
1291,5484,6291,2022-05-30,1180000,35400,35400,40
1292,5507,6292,2022-08-20,4705000,141150,141150,10
1293,5520,6293,2022-07-25,3430000,102900,102900,431
1294,5523,6294,2023-09-27,4555000,136650,136650,880
1295,5525,6295,2022-06-09,4730000,141900,141900,981
1296,5531,6296,2023-07-31,3155000,94650,94650,102
1297,5545,6297,2022-05-10,2880000,86400,86400,173
1298,5548,6298,2024-01-06,4430000,132900,132900,954
1299,5567,6299,2024-01-10,3255000,97650,97650,51
1300,5576,6300,2022-02-17,155000,4650,4650,428
1301,5577,6301,2021-09-28,2005000,60150,60150,439
1302,5585,6302,2024-04-04,2780000,83400,83400,366
1303,5587,6303,2022-07-30,3980000,119400,119400,390
1304,5598,6304,2021-11-30,3980000,119400,119400,411
1305,5599,6305,2021-08-21,4305000,129150,129150,521
1306,5607,6306,2021-11-14,3080000,92400,92400,291
1307,5609,6307,2023-08-07,1930000,57900,57900,826
1308,5610,6308,2023-09-03,1530000,45900,45900,93
1309,5611,6309,2022-08-11,3705000,111150,111150,199
1310,5621,6310,2022-10-19,3455000,103650,103650,451
1311,5629,6311,2022-07-25,3130000,93900,93900,580
1312,5632,6312,2021-08-22,3855000,115650,115650,359
1313,5633,6313,2024-01-08,3505000,105150,105150,134
1314,5637,6314,2022-04-13,4280000,128400,128400,370
1315,5646,6315,2021-12-03,455000,13650,13650,934
1316,5649,6316,2022-09-17,4580000,137400,137400,363
1317,5651,6317,2022-12-07,1405000,42150,42150,339
1318,5652,6318,2023-01-17,2830000,84900,84900,26
1319,5656,6319,2022-07-14,4105000,123150,123150,54
1320,5664,6320,2021-09-01,605000,18150,18150,812
1321,5673,6321,2024-03-11,3805000,114150,114150,14
1322,5677,6322,2023-08-17,4980000,149400,149400,325
1323,5685,6323,2023-12-15,2380000,71400,71400,984
1324,5687,6324,2021-07-11,780000,23400,23400,443
1325,5690,6325,2022-08-30,405000,12150,12150,468
1326,5692,6326,2021-08-16,4580000,137400,137400,204
1327,5697,6327,2022-09-03,1755000,52650,52650,321
1328,5698,6328,2023-09-03,4055000,121650,121650,85
1329,5705,6329,2022-12-31,1555000,46650,46650,575
1330,5711,6330,2021-12-08,4580000,137400,137400,250
1331,5714,6331,2023-03-29,3830000,114900,114900,349
1332,5717,6332,2024-01-17,330000,9900,9900,472
1333,5723,6333,2023-03-27,2830000,84900,84900,753
1334,5734,6334,2022-09-19,2455000,73650,73650,386
1335,5740,6335,2022-07-15,3755000,112650,112650,69
1336,5741,6336,2021-07-16,4355000,130650,130650,7
1337,5747,6337,2023-09-19,880000,26400,26400,353
1338,5750,6338,2024-03-27,1730000,51900,51900,687
1339,5751,6339,2022-10-20,3380000,101400,101400,426
1340,5759,6340,2022-11-20,4330000,129900,129900,548
1341,5761,6341,2023-03-18,4930000,147900,147900,708
1342,5763,6342,2023-01-11,2055000,61650,61650,188
1343,5767,6343,2024-02-06,3405000,102150,102150,620
1344,5773,6344,2023-11-14,305000,9150,9150,401
1345,5794,6345,2022-03-02,3005000,90150,90150,249
1346,5798,6346,2021-08-21,1005000,30150,30150,408
1347,5799,6347,2022-12-28,3955000,118650,118650,460
1348,5805,6348,2023-07-12,3405000,102150,102150,631
1349,5821,6349,2023-05-18,1455000,43650,43650,169
1350,5822,6350,2023-11-05,455000,13650,13650,29
1351,5829,6351,2023-02-02,3280000,98400,98400,684
1352,5830,6352,2022-07-13,1030000,30900,30900,910
1353,5834,6353,2022-06-13,1330000,39900,39900,123
1354,5836,6354,2023-04-27,1605000,48150,48150,500
1355,5842,6355,2023-01-14,680000,20400,20400,357
1356,5847,6356,2022-07-06,1330000,39900,39900,774
1357,5848,6357,2023-02-08,2630000,78900,78900,30
1358,5849,6358,2023-12-31,1880000,56400,56400,134
1359,5855,6359,2021-09-23,230000,6900,6900,470
1360,5862,6360,2022-04-03,4080000,122400,122400,876
1361,5875,6361,2024-03-30,530000,15900,15900,279
1362,5885,6362,2024-02-29,3405000,102150,102150,608
1363,5890,6363,2021-11-03,3455000,103650,103650,215
1364,5892,6364,2022-06-13,4130000,123900,123900,658
1365,5895,6365,2022-12-08,4205000,126150,126150,234
1366,5902,6366,2023-11-04,2905000,87150,87150,386
1367,5908,6367,2023-01-24,1530000,45900,45900,644
1368,5923,6368,2022-10-17,1105000,33150,33150,738
1369,5930,6369,2021-09-27,2155000,64650,64650,291
1370,5943,6370,2022-12-22,1805000,54150,54150,502
1371,5944,6371,2022-02-26,2655000,79650,79650,56
1372,5955,6372,2021-07-12,2330000,69900,69900,372
1373,5956,6373,2021-10-11,4605000,138150,138150,129
1374,5959,6374,2022-12-30,80000,2400,2400,387
1375,5962,6375,2023-05-08,3280000,98400,98400,507
1376,5969,6376,2023-10-12,1430000,42900,42900,520
1377,5973,6377,2021-08-22,4105000,123150,123150,389
1378,5982,6378,2023-11-13,680000,20400,20400,55
1379,5985,6379,2021-10-28,1405000,42150,42150,158
1380,5990,6380,2022-10-14,4155000,124650,124650,452
1381,6003,6381,2023-09-22,230000,6900,6900,809
1382,6025,6382,2021-11-21,2680000,80400,80400,172
1383,6026,6383,2023-04-22,380000,11400,11400,446
1384,6029,6384,2022-08-19,2680000,80400,80400,147
1385,6031,6385,2022-07-24,2755000,82650,82650,58
1386,6042,6386,2023-01-23,4130000,123900,123900,279
1387,6045,6387,2022-10-27,1655000,49650,49650,80
1388,6046,6388,2024-02-13,3630000,108900,108900,328
1389,6048,6389,2023-12-17,680000,20400,20400,940
1390,6056,6390,2022-09-29,4005000,120150,120150,965
1391,6064,6391,2021-10-30,4630000,138900,138900,221
1392,6080,6392,2024-04-05,2355000,70650,70650,665
1393,6083,6393,2022-06-29,2055000,61650,61650,176
1394,6088,6394,2022-06-05,3305000,99150,99150,793
1395,6101,6395,2023-04-30,1730000,51900,51900,572
1396,6106,6396,2023-05-19,4330000,129900,129900,348
1397,6110,6397,2023-02-01,4180000,125400,125400,47
1398,6115,6398,2023-01-29,4630000,138900,138900,482
1399,6116,6399,2023-06-09,2755000,82650,82650,886
1400,6119,6400,2023-07-21,5005000,150150,150150,523
1401,6122,6401,2023-11-12,280000,8400,8400,390
1402,6127,6402,2021-07-12,4005000,120150,120150,691
1403,6128,6403,2023-07-04,1655000,49650,49650,977
1404,6130,6404,2022-12-22,980000,29400,29400,379
1405,6139,6405,2022-03-06,1755000,52650,52650,49
1406,6140,6406,2022-10-10,1155000,34650,34650,384
1407,6146,6407,2022-08-30,3330000,99900,99900,40
1408,6150,6408,2023-08-14,4830000,144900,144900,264
1409,6151,6409,2022-08-14,1980000,59400,59400,698
1410,6155,6410,2023-03-24,1380000,41400,41400,25
1411,6156,6411,2023-08-20,1580000,47400,47400,284
1412,6160,6412,2021-08-16,80000,2400,2400,750
1413,6165,6413,2022-08-17,705000,21150,21150,402
1414,6168,6414,2022-02-20,605000,18150,18150,399
1415,6178,6415,2023-10-13,505000,15150,15150,480
1416,6180,6416,2022-05-29,130000,3900,3900,109
1417,6184,6417,2022-12-17,2655000,79650,79650,935
1418,6186,6418,2023-07-25,2805000,84150,84150,967
1419,6188,6419,2022-04-09,555000,16650,16650,941
1420,6190,6420,2022-08-10,80000,2400,2400,47
1421,6194,6421,2023-10-30,4830000,144900,144900,626
1422,6195,6422,2021-12-08,1055000,31650,31650,816
1423,6200,6423,2023-05-31,1980000,59400,59400,8
1424,6202,6424,2023-10-04,2305000,69150,69150,450
1425,6215,6425,2021-08-08,4355000,130650,130650,206
1426,6216,6426,2023-06-15,1080000,32400,32400,356
1427,6228,6427,2024-02-14,1430000,42900,42900,749
1428,6232,6428,2023-06-28,1705000,51150,51150,88
1429,6237,6429,2022-06-29,4855000,145650,145650,969
1430,6238,6430,2023-12-14,3205000,96150,96150,142
1431,6239,6431,2021-12-28,355000,10650,10650,464
1432,6244,6432,2024-01-22,1180000,35400,35400,574
1433,6258,6433,2022-11-25,780000,23400,23400,572
1434,6259,6434,2023-08-26,2880000,86400,86400,227
1435,6260,6435,2023-03-04,1705000,51150,51150,744
1436,6263,6436,2024-03-06,1380000,41400,41400,340
1437,6271,6437,2023-11-10,1880000,56400,56400,278
1438,6277,6438,2021-09-08,455000,13650,13650,652
1439,6278,6439,2022-06-30,5030000,150900,150900,129
1440,6300,6440,2022-08-27,330000,9900,9900,49
1441,6304,6441,2023-08-30,2880000,86400,86400,523
1442,6310,6442,2021-10-31,2205000,66150,66150,387
1443,6318,6443,2021-11-15,705000,21150,21150,299
